volatility,delay_steps,seed,approval_expiry_rate,fixed_window_verdict_age,fixed_window_revalidation_count,progressive_revalidation_count,adaptive_window_size,volatility_level
0.005,8,21,0.02880692698359837,2,2,4,1,0.005
0.005,8,22,0.028427837563169106,2,2,4,1,0.005
0.005,8,23,0.028993746446844798,2,2,4,1,0.005
0.005,8,24,0.02846128152313088,2,2,4,1,0.005
0.005,8,25,0.027944969905417026,2,2,4,1,0.005
0.005,8,26,0.027916527916527916,2,2,4,1,0.005
0.005,8,27,0.028278739655387516,2,2,4,1,0.005
0.005,8,28,0.029210862442383516,2,2,4,1,0.005
0.005,8,29,0.028045951464807123,2,2,4,1,0.005
0.005,16,0,0.05306094086581892,1,5,8,1,0.005
0.005,16,1,0.0535873440285205,1,5,8,1,0.005
0.005,16,2,0.05395011843388602,1,5,8,1,0.005
0.005,16,3,0.053129821927519916,1,5,8,1,0.005
0.005,16,4,0.053685953172604724,1,5,8,1,0.005
0.005,16,5,0.054000804739638975,1,5,8,1,0.005
0.005,16,6,0.05359326367274344,1,5,8,1,0.005
0.005,16,7,0.05529003581033065,1,5,8,1,0.005
0.005,16,8,0.053630431764542554,1,5,8,1,0.005
0.005,16,9,0.05285077672733331,1,5,8,1,0.005
0.005,16,10,0.05225656492985417,1,5,8,1,0.005
0.005,16,11,0.051853498582782195,1,5,8,1,0.005
0.005,16,12,0.053087003700509165,1,5,8,1,0.005
0.005,16,13,0.05372090755881165,1,5,8,1,0.005
0.005,16,14,0.05431731651057444,1,5,8,1,0.005
0.005,16,15,0.0534356460462914,1,5,8,1,0.005
0.005,16,16,0.052797827683185326,1,5,8,1,0.005
0.005,16,17,0.05309759114854816,1,5,8,1,0.005
0.005,16,18,0.05360793202708904,1,5,8,1,0.005
0.005,16,19,0.05512636034701946,1,5,8,1,0.005
0.005,16,20,0.05258700873210889,1,5,8,1,0.005
0.005,16,21,0.054297449560125444,1,5,8,1,0.005
0.005,16,22,0.0537790090629394,1,5,8,1,0.005
0.005,16,23,0.054687391672097505,1,5,8,1,0.005
0.005,16,24,0.05342927127985303,1,5,8,1,0.005
0.005,16,25,0.05286661304191052,1,5,8,1,0.005
0.005,16,26,0.05384892884892885,1,5,8,1,0.005
0.005,16,27,0.05309194749026185,1,5,8,1,0.005
0.005,16,28,0.05427056144832565,1,5,8,1,0.005
0.005,16,29,0.05393879620497576,1,5,8,1,0.005
0.01,0,0,0.0,0,0,0,1,0.01
0.01,0,1,0.0,0,0,0,1,0.01
0.01,0,2,0.0,0,0,0,1,0.01
0.01,0,3,0.0,0,0,0,1,0.01
0.01,0,4,0.0,0,0,0,1,0.01
0.01,0,5,0.0,0,0,0,1,0.01
0.01,0,6,0.0,0,0,0,1,0.01
0.01,0,7,0.0,0,0,0,1,0.01
0.01,0,8,0.0,0,0,0,1,0.01
0.01,0,9,0.0,0,0,0,1,0.01
0.01,0,10,0.0,0,0,0,1,0.01
0.01,0,11,0.0,0,0,0,1,0.01
0.01,0,12,0.0,0,0,0,1,0.01
0.01,0,13,0.0,0,0,0,1,0.01
0.01,0,14,0.0,0,0,0,1,0.01
0.01,0,15,0.0,0,0,0,1,0.01
0.01,0,16,0.0,0,0,0,1,0.01
0.01,0,17,0.0,0,0,0,1,0.01
0.01,0,18,0.0,0,0,0,1,0.01
0.01,0,19,0.0,0,0,0,1,0.01
0.01,0,20,0.0,0,0,0,1,0.01
0.01,0,21,0.0,0,0,0,1,0.01
0.01,0,22,0.0,0,0,0,1,0.01
0.01,0,23,0.0,0,0,0,1,0.01
0.01,0,24,0.0,0,0,0,1,0.01
0.01,0,25,0.0,0,0,0,1,0.01
0.01,0,26,0.0,0,0,0,1,0.01
0.01,0,27,0.0,0,0,0,1,0.01
0.01,0,28,0.0,0,0,0,1,0.01
0.01,0,29,0.0,0,0,0,1,0.01
0.01,1,0,0.0073935098325342225,1,0,0,1,0.01
0.01,1,1,0.007937834224598931,1,0,0,1,0.01
0.01,1,2,0.006938832381217779,1,0,0,1,0.01
0.01,1,3,0.0070617345733071995,1,0,0,1,0.01
0.01,1,4,0.007122883654929676,1,0,0,1,0.01
0.01,1,5,0.007090033715815909,1,0,0,1,0.01
0.01,1,6,0.007294908848377056,1,0,0,1,0.01
0.01,1,7,0.0075243496314462074,1,0,0,1,0.01
0.01,1,8,0.008052200472025544,1,0,0,1,0.01
0.01,1,9,0.007732567017894576,1,0,0,1,0.01
0.01,1,10,0.007401975704917125,1,0,0,1,0.01
0.01,1,11,0.007308397710220641,1,0,0,1,0.01
0.01,1,12,0.00701149105478423,1,0,0,1,0.01
0.01,1,13,0.008161900915080017,1,0,0,1,0.01
0.01,1,14,0.007156157074173915,1,0,0,1,0.01
0.01,1,15,0.008188730746734256,1,0,0,1,0.01
0.01,1,16,0.0078829608899849,1,0,0,1,0.01
0.01,1,17,0.007561541776128324,1,0,0,1,0.01
0.01,1,18,0.007634437012418128,1,0,0,1,0.01
0.01,1,19,0.007334348500300359,1,0,0,1,0.01
0.01,1,20,0.007427151444476837,1,0,0,1,0.01
0.01,1,21,0.007992673382732495,1,0,0,1,0.01
0.01,1,22,0.007698625941445894,1,0,0,1,0.01
0.01,1,23,0.007543088506496208,1,0,0,1,0.01
0.01,1,24,0.007209263486054668,1,0,0,1,0.01
0.01,1,25,0.007946634121987074,1,0,0,1,0.01
0.01,1,26,0.007215007215007215,1,0,0,1,0.01
0.01,1,27,0.007624170005128987,1,0,0,1,0.01
0.01,1,28,0.007580385405675571,1,0,0,1,0.01
0.01,1,29,0.007431690952784453,1,0,0,1,0.01
0.01,2,0,0.014967688138419847,2,0,1,1,0.01
0.01,2,1,0.015638926024955438,2,0,1,1,0.01
0.01,2,2,0.01383586456736798,2,0,1,1,0.01
0.01,2,3,0.014373688088188275,2,0,1,1,0.01
0.01,2,4,0.014259679191997885,2,0,1,1,0.01
0.01,2,5,0.014402064573418617,2,0,1,1,0.01
0.01,2,6,0.014450867052023121,2,0,1,1,0.01
0.01,2,7,0.014630679838923182,2,0,1,1,0.01
0.01,2,8,0.015201999167013744,2,0,1,1,0.01
0.01,2,9,0.015381838879402495,2,0,1,1,0.01
0.01,2,10,0.015205179999446582,2,0,1,1,0.01
0.01,2,11,0.014241649530372923,2,0,1,1,0.01
0.01,2,12,0.013842130157758549,2,0,1,1,0.01
0.01,2,13,0.0153627588896472,2,0,1,1,0.01
0.01,2,14,0.014326209598977294,2,0,1,1,0.01
0.01,2,15,0.014956967384341142,2,0,1,1,0.01
0.01,2,16,0.015100926836702179,2,0,1,1,0.01
0.01,2,17,0.015136983445227471,2,0,1,1,0.01
0.01,2,18,0.014809973439390358,2,0,1,1,0.01
0.01,2,19,0.014962070940612733,2,0,1,1,0.01
0.01,2,20,0.014299001846375966,2,0,1,1,0.01
0.01,2,21,0.015596814031582161,2,0,1,1,0.01
0.01,2,22,0.014812546115187036,2,0,1,1,0.01
0.01,2,23,0.015072311041473122,2,0,1,1,0.01
0.01,2,24,0.014209764515949451,2,0,1,1,0.01
0.01,2,25,0.014506421102266109,2,0,1,1,0.01
0.01,2,26,0.015498390498390498,2,0,1,1,0.01
0.01,2,27,0.014929511082770762,2,0,1,1,0.01
0.01,2,28,0.014674848669961682,2,0,1,1,0.01
0.01,2,29,0.014696689772048507,2,0,1,1,0.01
0.01,4,0,0.028656799388506706,1,1,2,1,0.01
0.01,4,1,0.02928643048128342,1,1,2,1,0.01
0.01,4,2,0.027337327574195346,1,1,2,1,0.01
0.01,4,3,0.028358146711706077,1,1,2,1,0.01
0.01,4,4,0.027976794980592926,1,1,2,1,0.01
0.01,4,5,0.02848500825551871,1,1,2,1,0.01
0.01,4,6,0.02829035126722988,1,1,2,1,0.01
0.01,4,7,0.028411386849108922,1,1,2,1,0.01
0.01,4,8,0.028835207552408718,1,1,2,1,0.01
0.01,4,9,0.02852859106242972,1,1,2,1,0.01
0.01,4,10,0.028902293920695096,1,1,2,1,0.01
0.01,4,11,0.027621852942811092,1,1,2,1,0.01
0.01,4,12,0.027725995381319386,1,1,2,1,0.01
0.01,4,13,0.028775575581152416,1,1,2,1,0.01
0.01,4,14,0.028735791901731374,1,1,2,1,0.01
0.01,4,15,0.028660557613569896,1,1,2,1,0.01
0.01,4,16,0.029730815588589796,1,1,2,1,0.01
0.01,4,17,0.029273174596555606,1,1,2,1,0.01
0.01,4,18,0.02893854903978529,1,1,2,1,0.01
0.01,4,19,0.0290999008116679,1,1,2,1,0.01
0.01,4,20,0.027681756972498715,1,1,2,1,0.01
0.01,4,21,0.029611744789498514,1,1,2,1,0.01
0.01,4,22,0.029583327532680875,1,1,2,1,0.01
0.01,4,23,0.029728642937367405,1,1,2,1,0.01
0.01,4,24,0.028169014084507043,1,1,2,1,0.01
0.01,4,25,0.027723074362743738,1,1,2,1,0.01
0.01,4,26,0.028887778887778888,1,1,2,1,0.01
0.01,4,27,0.028833224746669623,1,1,2,1,0.01
0.01,4,28,0.028836008219025936,1,1,2,1,0.01
0.01,4,29,0.027782022253399825,1,1,2,1,0.01
0.01,8,0,0.05317212146480439,2,2,4,1,0.01
0.01,8,1,0.054924242424242424,2,2,4,1,0.01
0.01,8,2,0.05269611258185872,2,2,4,1,0.01
0.01,8,3,0.05332443665985515,2,2,4,1,0.01
0.01,8,4,0.05393636705109834,2,2,4,1,0.01
0.01,8,5,0.05394530545419228,2,2,4,1,0.01
0.01,8,6,0.05374610938194753,2,2,4,1,0.01
0.01,8,7,0.054537600847186035,2,2,4,1,0.01
0.01,8,8,0.054380119394696655,2,2,4,1,0.01
0.01,8,9,0.05287854177946219,2,2,4,1,0.01
0.01,8,10,0.05413818866044993,2,2,4,1,0.01
0.01,8,11,0.051797921413883175,2,2,4,1,0.01
0.01,8,12,0.05325394396371832,2,2,4,1,0.01
0.01,8,13,0.053316990960625095,2,2,4,1,0.01
0.01,8,14,0.05442848011561015,2,2,4,1,0.01
0.01,8,15,0.05273932540456229,2,2,4,1,0.01
0.01,8,16,0.05476510439035203,2,2,4,1,0.01
0.01,8,17,0.054167882907301616,2,2,4,1,0.01
0.01,8,18,0.053746992810557497,2,2,4,1,0.01
0.01,8,19,0.054441821153658095,2,2,4,1,0.01
0.01,8,20,0.05308677967042883,2,2,4,1,0.01
0.01,8,21,0.05482474398468071,2,2,4,1,0.01
0.01,8,22,0.054767440241678386,2,2,4,1,0.01
0.01,8,23,0.05533909233350435,2,2,4,1,0.01
0.01,8,24,0.05251071647274954,2,2,4,1,0.01
0.01,8,25,0.05246442737081519,2,2,4,1,0.01
0.01,8,26,0.05432067932067932,2,2,4,1,0.01
0.01,8,27,0.05388208874533886,2,2,4,1,0.01
0.01,8,28,0.0553951241183984,2,2,4,1,0.01
0.01,8,29,0.05342482879328787,2,2,4,1,0.01
0.01,16,0,0.09664373566812591,1,5,8,1,0.01
0.01,16,1,0.09813669786096256,1,5,8,1,0.01
0.01,16,2,0.09563884631461614,1,5,8,1,0.01
0.01,16,3,0.09562533883815005,1,5,8,1,0.01
0.01,16,4,0.09639543133790571,1,5,8,1,0.01
0.01,16,5,0.09623576096457759,1,5,8,1,0.01
0.01,16,6,0.09587594486438417,1,5,8,1,0.01
0.01,16,7,0.09631167528251146,1,5,8,1,0.01
0.01,16,8,0.0974455088157712,1,5,8,1,0.01
0.01,16,9,0.09570613468826787,1,5,8,1,0.01
0.01,16,10,0.09405351559257312,1,5,8,1,0.01
0.01,16,11,0.09361974101039293,1,5,8,1,0.01
0.01,16,12,0.0943212487131688,1,5,8,1,0.01
0.01,16,13,0.09512932295221249,1,5,8,1,0.01
0.01,16,14,0.09704582719617597,1,5,8,1,0.01
0.01,16,15,0.09534022226554884,1,5,8,1,0.01
0.01,16,16,0.09539906623626716,1,5,8,1,0.01
0.01,16,17,0.09614555967919047,1,5,8,1,0.01
0.01,16,18,0.09664724451057558,1,5,8,1,0.01
0.01,16,19,0.09758176052304382,1,5,8,1,0.01
0.01,16,20,0.09523412880207682,1,5,8,1,0.01
0.01,16,21,0.09670302222962285,1,5,8,1,0.01
0.01,16,22,0.09715860840027286,1,5,8,1,0.01
0.01,16,23,0.09861478944522248,1,5,8,1,0.01
0.01,16,24,0.09431887769303568,1,5,8,1,0.01
0.01,16,25,0.09537347793526198,1,5,8,1,0.01
0.01,16,26,0.09761072261072261,1,5,8,1,0.01
0.01,16,27,0.09654971651949708,1,5,8,1,0.01
0.01,16,28,0.09725384572666185,1,5,8,1,0.01
0.01,16,29,0.09695925766436539,1,5,8,1,0.01
0.02,0,0,0.0,0,0,0,1,0.02
0.02,0,1,0.0,0,0,0,1,0.02
0.02,0,2,0.0,0,0,0,1,0.02
0.02,0,3,0.0,0,0,0,1,0.02
0.02,0,4,0.0,0,0,0,1,0.02
0.02,0,5,0.0,0,0,0,1,0.02
0.02,0,6,0.0,0,0,0,1,0.02
0.02,0,7,0.0,0,0,0,1,0.02
0.02,0,8,0.0,0,0,0,1,0.02
0.02,0,9,0.0,0,0,0,1,0.02
0.02,0,10,0.0,0,0,0,1,0.02
0.02,0,11,0.0,0,0,0,1,0.02
0.02,0,12,0.0,0,0,0,1,0.02
0.02,0,13,0.0,0,0,0,1,0.02
0.02,0,14,0.0,0,0,0,1,0.02
0.02,0,15,0.0,0,0,0,1,0.02
0.02,0,16,0.0,0,0,0,1,0.02
0.02,0,17,0.0,0,0,0,1,0.02
0.02,0,18,0.0,0,0,0,1,0.02
0.02,0,19,0.0,0,0,0,1,0.02
0.02,0,20,0.0,0,0,0,1,0.02
0.02,0,21,0.0,0,0,0,1,0.02
0.02,0,22,0.0,0,0,0,1,0.02
0.02,0,23,0.0,0,0,0,1,0.02
0.02,0,24,0.0,0,0,0,1,0.02
0.02,0,25,0.0,0,0,0,1,0.02
0.02,0,26,0.0,0,0,0,1,0.02
0.02,0,27,0.0,0,0,0,1,0.02
0.02,0,28,0.0,0,0,0,1,0.02
0.02,0,29,0.0,0,0,0,1,0.02
0.02,1,0,0.014661941491209784,1,0,0,1,0.02
0.02,1,1,0.015137589126559714,1,0,0,1,0.02
0.02,1,2,0.01481120245227811,1,0,0,1,0.02
0.02,1,3,0.014318083878949636,1,0,0,1,0.02
0.02,1,4,0.014537916834768575,1,0,0,1,0.02
0.02,1,5,0.014346565287971918,1,0,0,1,0.02
0.02,1,6,0.014548132503334815,1,0,0,1,0.02
0.02,1,7,0.014756085666113953,1,0,0,1,0.02
0.02,1,8,0.015451895043731779,1,0,0,1,0.02
0.02,1,9,0.015076423305984757,1,0,0,1,0.02
0.02,1,10,0.0143888873516146,1,0,0,1,0.02
0.02,1,11,0.014450063913744234,1,0,0,1,0.02
0.02,1,12,0.014134275618374558,1,0,0,1,0.02
0.02,1,13,0.015112052035600372,1,0,0,1,0.02
0.02,1,14,0.014868132173526387,1,0,0,1,0.02
0.02,1,15,0.01548617107205526,1,0,0,1,0.02
0.02,1,16,0.014976240284839501,1,0,0,1,0.02
0.02,1,17,0.01502578430146088,1,0,0,1,0.02
0.02,1,18,0.015171531476408338,1,0,0,1,0.02
0.02,1,19,0.015269415068244366,1,0,0,1,0.02
0.02,1,20,0.01503477572779143,1,0,0,1,0.02
0.02,1,21,0.01548580467904421,1,0,0,1,0.02
0.02,1,22,0.015244114658016734,1,0,0,1,0.02
0.02,1,23,0.014531538152220635,1,0,0,1,0.02
0.02,1,24,0.0147247119078105,1,0,0,1,0.02
0.02,1,25,0.015740715058386263,1,0,0,1,0.02
0.02,1,26,0.01474913974913975,1,0,0,1,0.02
0.02,1,27,0.014943373210052815,1,0,0,1,0.02
0.02,1,28,0.014522130282667852,1,0,0,1,0.02
0.02,1,29,0.015405131339510204,1,0,0,1,0.02
0.02,2,0,0.029379473281912306,2,0,1,1,0.02
0.02,2,1,0.029397838680926915,2,0,1,1,0.02
0.02,2,2,0.028800334401560542,2,0,1,1,0.02
0.02,2,3,0.028385948816325397,2,0,1,1,0.02
0.02,2,4,0.028533270266134305,2,0,1,1,0.02
0.02,2,5,0.028693130575943835,2,0,1,1,0.02
0.02,2,6,0.028276456202756782,2,0,1,1,0.02
0.02,2,7,0.02803516936753661,2,0,1,1,0.02
0.02,2,8,0.029779258642232402,2,0,1,1,0.02
0.02,2,9,0.02925048241778074,2,0,1,1,0.02
0.02,2,10,0.028680926422977947,2,0,1,1,0.02
0.02,2,11,0.02839993330739732,2,0,1,1,0.02
0.02,2,12,0.0284215798113575,2,0,1,1,0.02
0.02,2,13,0.029040210593757398,2,0,1,1,0.02
0.02,2,14,0.02890253730928494,2,0,1,1,0.02
0.02,2,15,0.028771968916246553,2,0,1,1,0.02
0.02,2,16,0.02912123689059448,2,0,1,1,0.02
0.02,2,17,0.029398273633293025,2,0,1,1,0.02
0.02,2,18,0.02978681981894286,2,0,1,1,0.02
0.02,2,19,0.029491066065017252,2,0,1,1,0.02
0.02,2,20,0.028709063901267474,2,0,1,1,0.02
0.02,2,21,0.02991702050897788,2,0,1,1,0.02
0.02,2,22,0.02915175898985118,2,0,1,1,0.02
0.02,2,23,0.02878575687405538,2,0,1,1,0.02
0.02,2,24,0.02751489172187274,2,0,1,1,0.02
0.02,2,25,0.028901894433195574,2,0,1,1,0.02
0.02,2,26,0.02967865467865468,2,0,1,1,0.02
0.02,2,27,0.029138191546874782,2,0,1,1,0.02
0.02,2,28,0.028377853057144443,2,0,1,1,0.02
0.02,2,29,0.029560071677617414,2,0,1,1,0.02
0.02,4,0,0.05496490862344521,1,1,2,1,0.02
0.02,4,1,0.05439505347593583,1,1,2,1,0.02
0.02,4,2,0.05390831823881845,1,1,2,1,0.02
0.02,4,3,0.053949984013789844,1,1,2,1,0.02
0.02,4,4,0.05285124024429265,1,1,2,1,0.02
0.02,4,5,0.0543754249164042,1,1,2,1,0.02
0.02,4,6,0.05377389951089373,1,1,2,1,0.02
0.02,4,7,0.053520420248860896,1,1,2,1,0.02
0.02,4,8,0.05532417048452034,1,1,2,1,0.02
0.02,4,9,0.053322782613524355,1,1,2,1,0.02
0.02,4,10,0.05397216303716207,1,1,2,1,0.02
0.02,4,11,0.05325682209748235,1,1,2,1,0.02
0.02,4,12,0.05464511282379455,1,1,2,1,0.02
0.02,4,13,0.05413875231555636,1,1,2,1,0.02
0.02,4,14,0.054970402690159244,1,1,2,1,0.02
0.02,4,15,0.05432693646770465,1,1,2,1,0.02
0.02,4,16,0.055111455923303916,1,1,2,1,0.02
0.02,4,17,0.0551964749871426,1,1,2,1,0.02
0.02,4,18,0.05561040730903478,1,1,2,1,0.02
0.02,4,19,0.054930777720344784,1,1,2,1,0.02
0.02,4,20,0.0545722099593242,1,1,2,1,0.02
0.02,4,21,0.0551994005494963,1,1,2,1,0.02
0.02,4,22,0.0549484205983489,1,1,2,1,0.02
0.02,4,23,0.053855433380939836,1,1,2,1,0.02
0.02,4,24,0.05267772643767745,1,1,2,1,0.02
0.02,4,25,0.054308934069286885,1,1,2,1,0.02
0.02,4,26,0.05475080475080475,1,1,2,1,0.02
0.02,4,27,0.05440884958205686,1,1,2,1,0.02
0.02,4,28,0.05347920253234853,1,1,2,1,0.02
0.02,4,29,0.054577782716803955,1,1,2,1,0.02
0.02,8,0,0.09717184351330693,2,2,4,1,0.02
0.02,8,1,0.09686942959001782,2,2,4,1,0.02
0.02,8,2,0.0970461195485579,2,2,4,1,0.02
0.02,8,3,0.09548632831505345,2,2,4,1,0.02
0.02,8,4,0.09660410956998372,2,2,4,1,0.02
0.02,8,5,0.09716537399580981,2,2,4,1,0.02
0.02,8,6,0.09766840818141397,2,2,4,1,0.02
0.02,8,7,0.09597725974333607,2,2,4,1,0.02
0.02,8,8,0.09812578092461474,2,2,4,1,0.02
0.02,8,9,0.09541460164091459,2,2,4,1,0.02
0.02,8,10,0.09682060931403746,2,2,4,1,0.02
0.02,8,11,0.09437003279052965,2,2,4,1,0.02
