volatility,delay_steps,seed,protocol,containment_failure_rate,false_block_rate,benign_success_rate
0.005,1,24,cached_verdict,0.009645620605589513,0.0016458150271280528,0.998354184972872
0.005,1,24,use_time_revalidation,0.0,0.0,1.0
0.005,1,24,fixed_window_revalidation,0.009645620605589513,0.0016458150271280528,0.998354184972872
0.005,1,24,adaptive_cached,0.0,0.0,1.0
0.005,1,24,progressive_refresh,0.009645620605589513,0.0016458150271280528,0.998354184972872
0.005,1,25,cached_verdict,0.00994404248494137,0.0016123875846155984,0.9983876124153844
0.005,1,25,use_time_revalidation,0.0,0.0,1.0
0.005,1,25,fixed_window_revalidation,0.00994404248494137,0.0016123875846155984,0.9983876124153844
0.005,1,25,adaptive_cached,0.0,0.0,1.0
0.005,1,25,progressive_refresh,0.00994404248494137,0.0016123875846155984,0.9983876124153844
0.005,1,26,cached_verdict,0.00883505521909512,0.0014736549423050188,0.998526345057695
0.005,1,26,use_time_revalidation,0.0,0.0,1.0
0.005,1,26,fixed_window_revalidation,0.00883505521909512,0.0014736549423050188,0.998526345057695
0.005,1,26,adaptive_cached,0.0,0.0,1.0
0.005,1,26,progressive_refresh,0.00883505521909512,0.0014736549423050188,0.998526345057695
0.005,1,27,cached_verdict,0.009813367590907469,0.0015699459549578338,0.9984300540450421
0.005,1,27,use_time_revalidation,0.0,0.0,1.0
0.005,1,27,fixed_window_revalidation,0.009813367590907469,0.0015699459549578338,0.9984300540450421
0.005,1,27,adaptive_cached,0.0,0.0,1.0
0.005,1,27,progressive_refresh,0.009813367590907469,0.0015699459549578338,0.9984300540450421
0.005,1,28,cached_verdict,0.009700803070144268,0.0014333825043836455,0.9985666174956164
0.005,1,28,use_time_revalidation,0.0,0.0,1.0
0.005,1,28,fixed_window_revalidation,0.009700803070144268,0.0014333825043836455,0.9985666174956164
0.005,1,28,adaptive_cached,0.0,0.0,1.0
0.005,1,28,progressive_refresh,0.009700803070144268,0.0014333825043836455,0.9985666174956164
0.005,1,29,cached_verdict,0.008388128665363426,0.0015584777012453907,0.9984415222987546
0.005,1,29,use_time_revalidation,0.0,0.0,1.0
0.005,1,29,fixed_window_revalidation,0.008388128665363426,0.0015584777012453907,0.9984415222987546
0.005,1,29,adaptive_cached,0.0,0.0,1.0
0.005,1,29,progressive_refresh,0.008388128665363426,0.0015584777012453907,0.9984415222987546
0.005,2,0,cached_verdict,0.019286369085395952,0.0032105865602054776,0.9967894134397945
0.005,2,0,use_time_revalidation,0.0,0.0,1.0
0.005,2,0,fixed_window_revalidation,0.019286369085395952,0.0032105865602054776,0.9967894134397945
0.005,2,0,adaptive_cached,0.0,0.0,1.0
0.005,2,0,progressive_refresh,0.0,0.0,1.0
0.005,2,1,cached_verdict,0.0196916608269096,0.002994682339770501,0.9970053176602295
0.005,2,1,use_time_revalidation,0.0,0.0,1.0
0.005,2,1,fixed_window_revalidation,0.0196916608269096,0.002994682339770501,0.9970053176602295
0.005,2,1,adaptive_cached,0.0,0.0,1.0
0.005,2,1,progressive_refresh,0.0,0.0,1.0
0.005,2,2,cached_verdict,0.01791348243707495,0.0030080868567591013,0.9969919131432409
0.005,2,2,use_time_revalidation,0.0,0.0,1.0
0.005,2,2,fixed_window_revalidation,0.01791348243707495,0.0030080868567591013,0.9969919131432409
0.005,2,2,adaptive_cached,0.0,0.0,1.0
0.005,2,2,progressive_refresh,0.0,0.0,1.0
0.005,2,3,cached_verdict,0.017984343042527683,0.0030010329136540017,0.9969989670863459
0.005,2,3,use_time_revalidation,0.0,0.0,1.0
0.005,2,3,fixed_window_revalidation,0.017984343042527683,0.0030010329136540017,0.9969989670863459
0.005,2,3,adaptive_cached,0.0,0.0,1.0
0.005,2,3,progressive_refresh,0.0,0.0,1.0
0.005,2,4,cached_verdict,0.0180915842455387,0.0031010350752210536,0.9968989649247789
0.005,2,4,use_time_revalidation,0.0,0.0,1.0
0.005,2,4,fixed_window_revalidation,0.0180915842455387,0.0031010350752210536,0.9968989649247789
0.005,2,4,adaptive_cached,0.0,0.0,1.0
0.005,2,4,progressive_refresh,0.0,0.0,1.0
0.005,2,5,cached_verdict,0.01782802863826469,0.0030089432479870728,0.9969910567520129
0.005,2,5,use_time_revalidation,0.0,0.0,1.0
0.005,2,5,fixed_window_revalidation,0.01782802863826469,0.0030089432479870728,0.9969910567520129
0.005,2,5,adaptive_cached,0.0,0.0,1.0
0.005,2,5,progressive_refresh,0.0,0.0,1.0
0.005,2,6,cached_verdict,0.01848128945790569,0.002833335659553087,0.9971666643404469
0.005,2,6,use_time_revalidation,0.0,0.0,1.0
0.005,2,6,fixed_window_revalidation,0.01848128945790569,0.002833335659553087,0.9971666643404469
0.005,2,6,adaptive_cached,0.0,0.0,1.0
0.005,2,6,progressive_refresh,0.0,0.0,1.0
0.005,2,7,cached_verdict,0.01816460356980047,0.003273505588741379,0.9967264944112586
0.005,2,7,use_time_revalidation,0.0,0.0,1.0
0.005,2,7,fixed_window_revalidation,0.01816460356980047,0.003273505588741379,0.9967264944112586
0.005,2,7,adaptive_cached,0.0,0.0,1.0
0.005,2,7,progressive_refresh,0.0,0.0,1.0
0.005,2,8,cached_verdict,0.020454304588970927,0.00337550388461914,0.9966244961153808
0.005,2,8,use_time_revalidation,0.0,0.0,1.0
0.005,2,8,fixed_window_revalidation,0.020454304588970927,0.00337550388461914,0.9966244961153808
0.005,2,8,adaptive_cached,0.0,0.0,1.0
0.005,2,8,progressive_refresh,0.0,0.0,1.0
0.005,2,9,cached_verdict,0.019524078519983053,0.0027345275964060496,0.997265472403594
0.005,2,9,use_time_revalidation,0.0,0.0,1.0
0.005,2,9,fixed_window_revalidation,0.019524078519983053,0.0027345275964060496,0.997265472403594
0.005,2,9,adaptive_cached,0.0,0.0,1.0
0.005,2,9,progressive_refresh,0.0,0.0,1.0
0.005,2,10,cached_verdict,0.020186889221770456,0.0034740557516467025,0.9965259442483533
0.005,2,10,use_time_revalidation,0.0,0.0,1.0
0.005,2,10,fixed_window_revalidation,0.020186889221770456,0.0034740557516467025,0.9965259442483533
0.005,2,10,adaptive_cached,0.0,0.0,1.0
0.005,2,10,progressive_refresh,0.0,0.0,1.0
0.005,2,11,cached_verdict,0.017027590348677006,0.0028315177213953944,0.9971684822786046
0.005,2,11,use_time_revalidation,0.0,0.0,1.0
0.005,2,11,fixed_window_revalidation,0.017027590348677006,0.0028315177213953944,0.9971684822786046
0.005,2,11,adaptive_cached,0.0,0.0,1.0
0.005,2,11,progressive_refresh,0.0,0.0,1.0
0.005,2,12,cached_verdict,0.018305347273559334,0.003226572430265529,0.9967734275697344
0.005,2,12,use_time_revalidation,0.0,0.0,1.0
0.005,2,12,fixed_window_revalidation,0.018305347273559334,0.003226572430265529,0.9967734275697344
0.005,2,12,adaptive_cached,0.0,0.0,1.0
0.005,2,12,progressive_refresh,0.0,0.0,1.0
0.005,2,13,cached_verdict,0.020145750122626305,0.0033026393126032077,0.9966973606873968
0.005,2,13,use_time_revalidation,0.0,0.0,1.0
0.005,2,13,fixed_window_revalidation,0.020145750122626305,0.0033026393126032077,0.9966973606873968
0.005,2,13,adaptive_cached,0.0,0.0,1.0
0.005,2,13,progressive_refresh,0.0,0.0,1.0
0.005,2,14,cached_verdict,0.01789432816856669,0.0029023120822693847,0.9970976879177306
0.005,2,14,use_time_revalidation,0.0,0.0,1.0
0.005,2,14,fixed_window_revalidation,0.01789432816856669,0.0029023120822693847,0.9970976879177306
0.005,2,14,adaptive_cached,0.0,0.0,1.0
0.005,2,14,progressive_refresh,0.0,0.0,1.0
0.005,2,15,cached_verdict,0.019335368635294944,0.003468385941848594,0.9965316140581514
0.005,2,15,use_time_revalidation,0.0,0.0,1.0
0.005,2,15,fixed_window_revalidation,0.019335368635294944,0.003468385941848594,0.9965316140581514
0.005,2,15,adaptive_cached,0.0,0.0,1.0
0.005,2,15,progressive_refresh,0.0,0.0,1.0
0.005,2,16,cached_verdict,0.02010495709524147,0.002562745480375498,0.9974372545196245
0.005,2,16,use_time_revalidation,0.0,0.0,1.0
0.005,2,16,fixed_window_revalidation,0.02010495709524147,0.002562745480375498,0.9974372545196245
0.005,2,16,adaptive_cached,0.0,0.0,1.0
0.005,2,16,progressive_refresh,0.0,0.0,1.0
0.005,2,17,cached_verdict,0.018818720045108542,0.0030017871104657656,0.9969982128895343
0.005,2,17,use_time_revalidation,0.0,0.0,1.0
0.005,2,17,fixed_window_revalidation,0.018818720045108542,0.0030017871104657656,0.9969982128895343
0.005,2,17,adaptive_cached,0.0,0.0,1.0
0.005,2,17,progressive_refresh,0.0,0.0,1.0
0.005,2,18,cached_verdict,0.019995775540378794,0.003505880381037517,0.9964941196189625
0.005,2,18,use_time_revalidation,0.0,0.0,1.0
0.005,2,18,fixed_window_revalidation,0.019995775540378794,0.003505880381037517,0.9964941196189625
0.005,2,18,adaptive_cached,0.0,0.0,1.0
0.005,2,18,progressive_refresh,0.0,0.0,1.0
0.005,2,19,cached_verdict,0.018846234236744933,0.003562712149690016,0.9964372878503099
0.005,2,19,use_time_revalidation,0.0,0.0,1.0
0.005,2,19,fixed_window_revalidation,0.018846234236744933,0.003562712149690016,0.9964372878503099
0.005,2,19,adaptive_cached,0.0,0.0,1.0
0.005,2,19,progressive_refresh,0.0,0.0,1.0
0.005,2,20,cached_verdict,0.018470683981458548,0.003178187596704721,0.9968218124032953
0.005,2,20,use_time_revalidation,0.0,0.0,1.0
0.005,2,20,fixed_window_revalidation,0.018470683981458548,0.003178187596704721,0.9968218124032953
0.005,2,20,adaptive_cached,0.0,0.0,1.0
0.005,2,20,progressive_refresh,0.0,0.0,1.0
0.005,2,21,cached_verdict,0.019765920582723383,0.0029559809813299127,0.9970440190186701
0.005,2,21,use_time_revalidation,0.0,0.0,1.0
0.005,2,21,fixed_window_revalidation,0.019765920582723383,0.0029559809813299127,0.9970440190186701
0.005,2,21,adaptive_cached,0.0,0.0,1.0
0.005,2,21,progressive_refresh,0.0,0.0,1.0
0.005,2,22,cached_verdict,0.017960704368914976,0.0032006037820235082,0.9967993962179765
0.005,2,22,use_time_revalidation,0.0,0.0,1.0
